image_name,tags
test_3725,haze primary habitation road cultivation slash_burn conventional_mine
test_3726,haze primary habitation road cultivation slash_burn conventional_mine
test_3727,haze primary habitation road cultivation slash_burn
test_3728,haze primary habitation road cultivation slash_burn conventional_mine
test_3729,haze primary habitation road cultivation slash_burn
test_3730,haze primary habitation road cultivation slash_burn
test_3731,haze primary habitation road cultivation slash_burn conventional_mine
test_3732,haze primary habitation road cultivation slash_burn conventional_mine
test_3733,haze primary road cultivation slash_burn
test_3734,haze primary habitation road cultivation slash_burn
test_3735,haze primary habitation road cultivation slash_burn conventional_mine
test_3736,haze primary habitation road cultivation slash_burn
test_3737,haze primary habitation road cultivation slash_burn
test_3738,haze primary habitation road cultivation slash_burn conventional_mine
test_3739,haze primary habitation road cultivation slash_burn
test_3740,haze primary habitation road cultivation slash_burn conventional_mine
test_3741,haze primary water road cultivation slash_burn
test_3742,haze primary habitation road cultivation slash_burn conventional_mine blooming
test_3743,haze primary habitation road cultivation slash_burn
test_3744,haze primary habitation road cultivation slash_burn conventional_mine
test_3745,haze primary habitation road cultivation slash_burn
test_3746,haze primary habitation road cultivation slash_burn conventional_mine
test_3747,haze primary habitation road cultivation slash_burn
test_3748,haze primary habitation road cultivation slash_burn
test_3749,haze primary habitation road cultivation slash_burn
test_3750,haze primary habitation road cultivation slash_burn conventional_mine
test_3751,haze primary road cultivation slash_burn
test_3752,haze primary road cultivation slash_burn
test_3753,haze primary habitation road cultivation slash_burn
test_3754,haze primary habitation road cultivation slash_burn
test_3755,haze primary habitation road cultivation slash_burn
test_3756,haze primary road cultivation slash_burn
test_3757,haze primary habitation road cultivation slash_burn
test_3758,haze primary habitation road cultivation slash_burn
test_3759,haze primary habitation road cultivation slash_burn
test_3760,haze primary habitation road cultivation slash_burn
test_3761,haze primary habitation road cultivation slash_burn
test_3762,haze primary habitation road cultivation slash_burn conventional_mine
test_3763,haze primary habitation road cultivation slash_burn
test_3764,haze primary habitation road cultivation slash_burn
test_3765,haze primary habitation road cultivation slash_burn conventional_mine
test_3766,haze primary habitation cultivation slash_burn conventional_mine
test_3767,haze primary habitation road cultivation blooming selective_logging
test_3768,haze primary habitation road cultivation slash_burn
test_3769,haze primary habitation road cultivation slash_burn
test_3770,haze primary habitation road cultivation slash_burn
test_3771,haze primary habitation road cultivation slash_burn conventional_mine
test_3772,haze primary habitation road cultivation slash_burn conventional_mine
test_3773,haze primary habitation road cultivation slash_burn
test_3774,haze primary habitation road cultivation slash_burn conventional_mine
test_3775,haze primary habitation road cultivation slash_burn
test_3776,haze primary habitation road cultivation slash_burn conventional_mine
test_3777,haze primary habitation road cultivation slash_burn
test_3778,haze primary habitation road cultivation slash_burn
test_3779,haze primary habitation road cultivation slash_burn
test_3780,haze primary habitation road cultivation slash_burn conventional_mine
test_3781,haze primary habitation road cultivation slash_burn
test_3782,haze primary habitation road cultivation slash_burn
test_3783,haze primary habitation road cultivation slash_burn
test_3784,haze primary habitation road cultivation slash_burn conventional_mine
test_3785,haze primary habitation road cultivation slash_burn
test_3786,haze primary habitation road cultivation slash_burn conventional_mine
test_3787,haze primary habitation road cultivation slash_burn conventional_mine
test_3788,haze primary habitation road cultivation slash_burn
test_3789,haze primary habitation road cultivation slash_burn conventional_mine
test_3790,haze primary habitation road cultivation slash_burn selective_logging
test_3791,haze primary road cultivation slash_burn
test_3792,haze primary habitation road cultivation slash_burn conventional_mine
test_3793,haze primary habitation road cultivation slash_burn
test_3794,haze primary water road cultivation slash_burn blooming
test_3795,haze primary habitation road cultivation slash_burn
test_3796,haze primary habitation road cultivation slash_burn
test_3797,haze primary habitation road cultivation slash_burn conventional_mine
test_3798,haze primary habitation road cultivation slash_burn
test_3799,haze primary habitation road cultivation slash_burn
test_3800,haze primary habitation road cultivation slash_burn conventional_mine
test_3801,haze primary habitation road cultivation slash_burn conventional_mine
test_3802,haze primary habitation road cultivation slash_burn
test_3803,haze primary habitation road cultivation slash_burn
test_3804,haze primary habitation road cultivation slash_burn conventional_mine
test_3805,haze primary habitation road cultivation slash_burn
test_3806,haze primary habitation road cultivation slash_burn conventional_mine
test_3807,haze primary habitation road cultivation slash_burn
test_3808,haze primary road cultivation slash_burn conventional_mine
test_3809,haze primary habitation road cultivation slash_burn
test_3810,haze primary habitation road cultivation slash_burn conventional_mine
test_3811,haze primary habitation road cultivation slash_burn
test_3812,haze primary habitation road cultivation slash_burn
test_3813,haze primary habitation road cultivation slash_burn
test_3814,haze primary habitation road cultivation slash_burn
test_3815,haze primary habitation road cultivation slash_burn
test_3816,haze primary habitation road cultivation slash_burn
test_3817,haze primary habitation road cultivation slash_burn
test_3818,haze primary habitation road cultivation slash_burn conventional_mine
test_3819,haze primary habitation road cultivation slash_burn
test_3820,haze primary habitation road cultivation slash_burn conventional_mine
test_3821,haze primary habitation road cultivation slash_burn
test_3822,haze primary habitation road cultivation slash_burn
test_3823,haze primary habitation road cultivation slash_burn
test_3824,haze primary habitation road cultivation slash_burn
test_3825,haze primary habitation road cultivation slash_burn conventional_mine
test_3826,haze primary habitation road cultivation slash_burn conventional_mine
test_3827,haze primary habitation road cultivation slash_burn
test_3828,haze primary habitation road cultivation slash_burn conventional_mine
